Employee_ID,Job_Title,Industry,Country,Education_Level,Years_Experience,AI_Replacement_Risk,Future_Demand_Score,Remote_Work_Possibility,Average_Salary_USD,Required_Skills,Automation_Level,Job_Growth_2030,Work_Hours_Per_Week,Company_Size,AI_Tool_Usage,Performance_Score,Upskilling_Needed,Job_Satisfaction,Hiring_Trend_2026
AIJ-102399,Cloud Architect,Energy,Pakistan,Master,20,0.88,0.76,No,139607,"Kubernetes, Communication, PyTorch, Python, Cybersecurity, SQL",Low,19,48,Startup,Low,3.98,No,1.22,Declining
AIJ-102400,Prompt Engineer,Healthcare,USA,Bachelor,19,0.72,0.23,No,154146,"TensorFlow, Machine Learning, Kubernetes, Project Management, PyTorch",High,38,50,Enterprise,Moderate,2.79,Yes,3.35,Declining
AIJ-102401,AI Engineer,Manufacturing,USA,Bachelor,10,0.2,0.72,No,150167,"Prompt Engineering, AWS, Azure, PyTorch, Python",Low,5,60,Medium,Low,4.94,No,2.59,Stable
AIJ-102402,Cybersecurity Analyst,Government,Japan,High School,12,0.86,0.48,No,52654,"TensorFlow, Python, Project Management, Communication, Kubernetes",Medium,36,37,Startup,Low,4.02,No,3.42,Declining
AIJ-102403,Machine Learning Engineer,Transportation,UK,High School,12,0.15,0.47,Hybrid,216495,"AWS, Docker, Leadership",Medium,-2,54,Startup,Low,4.64,Yes,4.7,Declining
AIJ-102404,IoT Specialist,Energy,Pakistan,PhD,5,0.48,0.93,Yes,52711,"Machine Learning, Azure, Leadership, TensorFlow, PyTorch",High,6,57,Medium,High,4.69,Yes,2.74,Declining
AIJ-102405,IoT Specialist,Media,Germany,PhD,20,0.51,0.78,Yes,80988,"Kubernetes, Prompt Engineering, Deep Learning, Leadership, Cybersecurity, Python",Medium,43,50,Enterprise,Low,4.56,No,3.09,Stable
AIJ-102406,AI Engineer,Technology,USA,Bachelor,25,0.58,0.53,Yes,92542,"Kubernetes, Python, AWS",Medium,13,30,Enterprise,Low,4.08,Yes,2.12,Declining
AIJ-102407,Software Developer,Healthcare,Germany,PhD,9,0.25,0.83,No,99432,"Kubernetes, SQL, Deep Learning, Azure",Low,21,56,Enterprise,Low,3.74,Yes,3.74,Growing
AIJ-102408,Digital Marketer,Education,Australia,Bachelor,4,0.42,0.89,No,190102,"Leadership, Communication, Data Visualization, Deep Learning, PyTorch",Low,33,45,Startup,High,2.26,No,3.45,Declining
AIJ-102409,Data Engineer,Technology,India,High School,19,0.79,0.22,Yes,170053,"Machine Learning, Docker, Python, Project Management, TensorFlow, Communication",Low,15,53,Startup,Moderate,2.44,No,4.11,Stable
AIJ-102410,Software Developer,Transportation,UK,Bachelor,4,0.28,0.51,Yes,90966,"Data Visualization, AWS, Excel, Project Management",Medium,12,37,Startup,Moderate,2.15,Yes,2.57,Growing
AIJ-102411,Healthcare Analyst,Healthcare,Australia,High School,17,0.14,0.76,No,133450,"Data Visualization, Azure, Communication, Kubernetes",Low,39,60,Medium,High,4.35,Yes,1.9,Growing
AIJ-102412,Prompt Engineer,Retail,UAE,High School,21,0.81,0.71,Yes,136457,"PyTorch, Python, Leadership, Kubernetes, Deep Learning, Data Visualization",High,-5,36,Startup,High,2.01,Yes,1.77,Growing
AIJ-102413,DevOps Engineer,Education,Australia,Master,25,0.35,0.49,Yes,44213,"Machine Learning, Communication, TensorFlow",Medium,19,58,Enterprise,Moderate,3.95,No,2.42,Growing
AIJ-102414,Business Analyst,Energy,India,Master,18,0.42,0.79,Hybrid,66152,"TensorFlow, PyTorch, Azure",High,40,55,Medium,High,2.31,No,1.94,Growing
AIJ-102415,DevOps Engineer,Finance,Australia,Bachelor,3,0.93,0.43,No,57154,"Communication, Prompt Engineering, Kubernetes",Medium,20,54,Medium,High,4.7,Yes,1.72,Declining
AIJ-102416,Business Analyst,Media,Canada,High School,7,0.69,0.67,No,155717,"Project Management, Cybersecurity, Cloud Computing, TensorFlow",Medium,3,33,Medium,Moderate,2.3,Yes,3.36,Stable
AIJ-102417,Cloud Architect,Technology,India,Master,6,0.71,0.39,Hybrid,154244,"Kubernetes, Leadership, Python, Communication",Medium,-5,60,Startup,Moderate,3.95,Yes,4.94,Growing
AIJ-102418,Prompt Engineer,Education,Germany,Master,8,0.66,0.7,No,46910,"Deep Learning, Machine Learning, Azure, SQL, Project Management",High,-5,52,Medium,Moderate,4.6,Yes,1.97,Growing
AIJ-102419,Software Developer,Technology,Australia,Bachelor,18,0.77,0.63,Hybrid,66894,"Leadership, Project Management, Cloud Computing, Deep Learning",High,36,38,Medium,High,4.06,Yes,4.72,Stable
AIJ-102420,Product Manager,Healthcare,Australia,Bachelor,11,0.93,0.8,No,204013,"Azure, Cloud Computing, PyTorch, Project Management, Leadership",High,28,36,Startup,Moderate,2.97,No,2.35,Declining
AIJ-102421,Prompt Engineer,Healthcare,Australia,High School,13,0.25,0.57,Yes,106228,"Docker, PyTorch, Cloud Computing, TensorFlow",Medium,7,37,Startup,Moderate,4.05,No,4.01,Growing
AIJ-102422,DevOps Engineer,Government,Pakistan,Bachelor,25,0.5,0.41,Yes,31064,"TensorFlow, AWS, Machine Learning, Docker",Low,-4,44,Enterprise,High,2.91,Yes,3.65,Stable
AIJ-102423,Teacher,Education,Canada,High School,20,0.3,0.64,No,74486,"Cybersecurity, PyTorch, Azure, Machine Learning, Docker, Python",Medium,25,59,Enterprise,Moderate,2.94,No,3.76,Stable
AIJ-102424,Healthcare Analyst,Manufacturing,USA,Master,12,0.36,0.89,Yes,148764,"Python, Cloud Computing, Cybersecurity, Leadership, Data Visualization",Medium,-3,39,Enterprise,Low,3.62,No,1.2,Growing
AIJ-102425,AI Engineer,Government,India,High School,8,0.45,0.85,Yes,195742,"Cybersecurity, TensorFlow, AWS, Data Visualization, Kubernetes, Azure",Medium,32,54,Startup,High,3.06,Yes,2.63,Growing
AIJ-102426,Machine Learning Engineer,Education,Canada,Bachelor,4,0.63,0.33,Hybrid,167062,"Prompt Engineering, Docker, Leadership",High,17,45,Enterprise,Low,4.68,No,1.81,Stable
AIJ-102427,HR Specialist,Finance,UK,Master,22,0.51,0.6,Hybrid,132710,"Cloud Computing, Azure, Docker, Prompt Engineering, Kubernetes",High,7,37,Medium,High,3.22,No,2.62,Growing
AIJ-102428,Healthcare Analyst,Government,Pakistan,Master,6,0.44,0.88,Hybrid,196965,"Cloud Computing, Machine Learning, Azure, TensorFlow, SQL, AWS",Medium,13,55,Startup,Moderate,4.0,No,3.01,Growing
AIJ-102429,Software Developer,Media,Pakistan,Master,22,0.77,0.68,Hybrid,151036,"Communication, PyTorch, Deep Learning, TensorFlow",Medium,-3,44,Enterprise,Low,4.1,No,4.65,Declining
AIJ-102430,HR Specialist,Energy,UAE,PhD,4,0.37,0.44,No,38696,"Cloud Computing, Communication, Data Visualization, Azure, SQL",Low,25,60,Medium,Moderate,2.79,No,1.09,Stable
AIJ-102431,Prompt Engineer,Education,USA,PhD,25,0.38,0.93,Hybrid,142985,"AWS, Azure, Python, Cloud Computing",Medium,26,55,Enterprise,Moderate,2.96,Yes,3.33,Stable
AIJ-102432,DevOps Engineer,Healthcare,Pakistan,High School,8,0.79,0.96,Yes,103528,"Cloud Computing, Project Management, Python, Deep Learning, Machine Learning",High,37,32,Medium,Low,3.54,Yes,1.56,Growing
AIJ-102433,Financial Analyst,Technology,Canada,High School,9,0.08,0.34,No,210422,"Leadership, Machine Learning, Prompt Engineering, Project Management",Medium,33,56,Medium,Low,3.85,Yes,3.83,Stable
AIJ-102434,IoT Specialist,Manufacturing,UAE,Master,10,0.67,0.22,No,190745,"Cybersecurity, Deep Learning, AWS, Communication, Cloud Computing",High,8,39,Startup,Moderate,2.7,Yes,4.29,Declining
AIJ-102435,AI Engineer,Media,UK,Master,2,0.24,0.43,Yes,82384,"PyTorch, Leadership, Machine Learning, Project Management, Python",Low,-3,43,Startup,Moderate,3.99,No,3.65,Growing
AIJ-102436,Cloud Architect,Transportation,UAE,Bachelor,6,0.56,0.89,No,106194,"SQL, Prompt Engineering, Excel, Leadership, AWS",High,33,50,Startup,High,3.89,No,1.44,Growing
AIJ-102437,Business Analyst,Government,UK,Bachelor,2,0.39,0.21,Hybrid,143726,"Cloud Computing, Data Visualization, Machine Learning, TensorFlow",Medium,19,50,Enterprise,High,2.34,Yes,3.65,Declining
AIJ-102438,IoT Specialist,Technology,UK,Master,14,0.85,0.99,Hybrid,208238,"Cybersecurity, Deep Learning, Docker",Medium,5,55,Medium,Moderate,2.93,Yes,4.61,Growing
AIJ-102439,HR Specialist,Energy,UK,Master,25,0.22,0.51,Yes,185145,"Excel, Project Management, Azure, Kubernetes",High,0,37,Enterprise,High,2.79,Yes,1.23,Declining
AIJ-102440,Business Analyst,Government,Pakistan,PhD,4,0.09,0.71,Hybrid,201677,"Excel, Machine Learning, Communication, Data Visualization, Python, Project Management",Medium,29,37,Enterprise,Moderate,2.71,Yes,1.1,Growing
AIJ-102441,Business Analyst,Retail,Singapore,High School,5,0.45,0.97,Hybrid,113875,"Deep Learning, Kubernetes, Prompt Engineering, Azure, Communication, Machine Learning",Medium,26,42,Medium,High,3.85,Yes,1.94,Growing
AIJ-102442,Financial Analyst,Retail,India,Master,17,0.07,0.2,No,59334,"Kubernetes, Excel, Leadership, Docker, Machine Learning",Medium,28,34,Startup,Moderate,2.81,No,1.42,Growing
AIJ-102443,Teacher,Technology,UK,Master,24,0.64,0.56,No,191308,"Python, Prompt Engineering, Cybersecurity, Machine Learning, SQL, Excel",High,30,49,Enterprise,Low,3.72,Yes,4.84,Declining
AIJ-102444,Product Manager,Healthcare,USA,Bachelor,24,0.1,0.71,Hybrid,64403,"Python, Communication, Cloud Computing, Excel",Medium,1,49,Medium,Moderate,2.98,No,4.54,Declining
AIJ-102445,DevOps Engineer,Education,Germany,High School,25,0.63,0.59,Yes,189186,"PyTorch, Prompt Engineering, Azure, Python",Low,12,33,Medium,Moderate,3.29,Yes,1.47,Declining
AIJ-102446,Financial Analyst,Media,UK,Master,12,0.24,0.49,No,217966,"Project Management, PyTorch, Data Visualization, SQL, Docker, Cloud Computing",Medium,0,32,Enterprise,Low,3.79,No,4.38,Declining
AIJ-102447,Business Analyst,Transportation,Singapore,Bachelor,11,0.88,0.8,No,142091,"Project Management, Machine Learning, Kubernetes, Deep Learning, Data Visualization",Medium,39,46,Medium,High,3.29,No,4.98,Stable
AIJ-102448,AI Engineer,Energy,UAE,PhD,8,0.34,0.64,No,125775,"Excel, Leadership, AWS, Deep Learning, Kubernetes, Python",Low,-4,41,Enterprise,High,2.02,Yes,4.49,Stable
AIJ-102449,IoT Specialist,Government,Pakistan,High School,23,0.43,0.5,Hybrid,190001,"Docker, Azure, Python, Cybersecurity, PyTorch, Machine Learning",Low,40,54,Medium,High,3.19,Yes,3.77,Growing
AIJ-102450,Blockchain Developer,Manufacturing,USA,Bachelor,0,0.69,0.28,Hybrid,67281,"Deep Learning, Docker, Data Visualization, Communication, AWS, Python",High,0,35,Medium,Low,2.33,Yes,3.24,Declining
AIJ-102451,Cloud Architect,Retail,Singapore,PhD,8,0.39,0.46,Hybrid,218465,"Communication, TensorFlow, Cybersecurity, Azure, Deep Learning",Medium,30,32,Medium,High,2.29,No,2.1,Growing
AIJ-102452,Product Manager,Retail,Japan,High School,13,0.62,0.88,Hybrid,116899,"Kubernetes, Leadership, Deep Learning, Azure",Medium,4,60,Medium,High,3.94,No,1.57,Growing
AIJ-102453,Robotics Engineer,Government,UAE,Bachelor,24,0.09,0.63,Yes,160164,"Leadership, Machine Learning, Cybersecurity, Python, Project Management, Excel",Low,-5,39,Enterprise,Moderate,2.72,No,4.4,Growing
AIJ-102454,Teacher,Energy,Canada,PhD,20,0.3,0.99,No,114469,"SQL, Leadership, Python",Low,-9,57,Enterprise,Moderate,3.85,No,4.11,Declining
AIJ-102455,Product Manager,Retail,Canada,Bachelor,17,0.06,0.44,Hybrid,34376,"Project Management, Excel, Communication, Machine Learning, SQL",Medium,10,38,Enterprise,Low,4.5,No,1.7,Stable
AIJ-102456,AI Engineer,Government,Germany,PhD,11,0.35,0.9,No,188916,"Excel, Project Management, Cloud Computing",Medium,-10,56,Medium,High,4.99,Yes,4.95,Growing
AIJ-102457,UX Designer,Media,Germany,PhD,19,0.38,0.28,No,172075,"Machine Learning, PyTorch, Communication, SQL, Cloud Computing, TensorFlow",Medium,27,56,Medium,High,4.91,No,2.85,Declining
AIJ-102458,UX Designer,Government,USA,PhD,0,0.15,0.5,Hybrid,177679,"Cybersecurity, Kubernetes, PyTorch, Project Management, AWS, Leadership",High,1,45,Medium,Low,2.06,Yes,3.85,Stable
AIJ-102459,HR Specialist,Healthcare,Pakistan,PhD,6,0.38,0.66,Hybrid,130595,"Cybersecurity, Python, Communication",Medium,28,38,Startup,High,3.04,No,1.8,Stable
AIJ-102460,Product Manager,Transportation,USA,High School,17,0.54,0.57,Hybrid,215266,"Docker, Communication, Machine Learning, Cloud Computing, Excel",Low,30,55,Enterprise,High,4.57,Yes,1.48,Declining
AIJ-102461,UX Designer,Healthcare,UAE,High School,21,0.23,0.41,No,73627,"AWS, Leadership, Data Visualization, Cloud Computing",Low,-1,45,Enterprise,Moderate,4.32,No,1.96,Growing
AIJ-102462,Software Developer,Finance,USA,Master,9,0.21,0.24,Hybrid,163035,"SQL, Docker, Machine Learning, Cloud Computing, Leadership, AWS",Medium,32,56,Enterprise,Low,4.58,Yes,3.41,Growing
AIJ-102463,Robotics Engineer,Finance,Pakistan,High School,0,0.48,0.83,Hybrid,39014,"PyTorch, Communication, Excel",High,1,46,Medium,Low,2.4,Yes,2.99,Growing
AIJ-102464,Business Analyst,Retail,USA,Bachelor,1,0.26,0.59,No,102291,"Kubernetes, Deep Learning, Cloud Computing",High,32,45,Enterprise,Low,3.0,Yes,2.99,Declining
AIJ-102465,AI Engineer,Healthcare,Pakistan,Bachelor,19,0.42,0.33,Hybrid,72533,"Excel, Docker, Cloud Computing, AWS",Medium,29,43,Enterprise,Moderate,5.0,No,1.7,Declining
AIJ-102466,UX Designer,Technology,UAE,PhD,13,0.51,0.95,No,64791,"Azure, Python, SQL, Prompt Engineering, Machine Learning, Docker",High,30,50,Medium,High,4.45,No,1.61,Growing
AIJ-102467,UX Designer,Retail,Japan,PhD,17,0.62,0.28,Hybrid,92867,"Cloud Computing, Deep Learning, Leadership, Python",High,10,30,Enterprise,Low,4.46,Yes,4.37,Growing
AIJ-102468,Blockchain Developer,Finance,Pakistan,Master,14,0.87,0.66,Yes,185660,"Docker, Communication, Excel, Cybersecurity, Leadership",High,38,31,Medium,Moderate,2.75,No,4.97,Growing
AIJ-102469,UX Designer,Energy,Pakistan,High School,9,0.26,0.4,No,30496,"Azure, Excel, PyTorch",Medium,9,43,Enterprise,Moderate,3.45,Yes,4.19,Growing
AIJ-102470,Robotics Engineer,Energy,Pakistan,High School,17,0.73,0.62,Hybrid,133259,"Data Visualization, Leadership, Cybersecurity, Excel, Communication",Low,-9,38,Startup,Low,3.43,No,1.62,Declining
AIJ-102471,Business Analyst,Transportation,UAE,PhD,4,0.36,0.62,Hybrid,191283,"Deep Learning, PyTorch, AWS",Medium,37,33,Medium,Moderate,4.51,Yes,2.03,Declining
AIJ-102472,Machine Learning Engineer,Education,UAE,Bachelor,1,0.14,0.43,No,66030,"Python, Prompt Engineering, Docker, Cybersecurity, TensorFlow",Medium,-6,49,Medium,Moderate,2.65,No,1.2,Growing
AIJ-102473,Data Engineer,Media,UAE,PhD,6,0.26,0.92,Yes,188369,"PyTorch, Deep Learning, Data Visualization",Medium,0,33,Startup,High,3.02,Yes,4.87,Stable
AIJ-102474,Financial Analyst,Healthcare,USA,Master,24,0.9,0.62,Hybrid,103701,"Excel, Data Visualization, PyTorch, Cloud Computing, Machine Learning",High,35,52,Enterprise,High,4.92,Yes,3.11,Declining
AIJ-102475,Data Scientist,Energy,India,Bachelor,6,0.55,0.43,Hybrid,198434,"Data Visualization, Cloud Computing, AWS, PyTorch, Excel",High,37,50,Medium,Moderate,2.56,No,1.78,Stable
AIJ-102476,Business Analyst,Finance,India,Bachelor,8,0.1,0.93,Yes,178139,"Cloud Computing, Azure, Cybersecurity, Leadership, Python, AWS",High,39,56,Startup,Low,3.84,Yes,3.72,Stable
AIJ-102477,Product Manager,Transportation,UK,Master,8,0.17,0.71,No,30996,"Cloud Computing, TensorFlow, Prompt Engineering, Kubernetes",High,5,56,Enterprise,High,2.09,No,1.48,Declining
AIJ-102478,DevOps Engineer,Government,Canada,High School,4,0.61,0.63,No,184154,"Data Visualization, Excel, AWS",Low,26,46,Enterprise,Low,3.41,Yes,4.99,Stable
AIJ-102479,Software Developer,Media,Germany,High School,2,0.57,0.84,Hybrid,123234,"Data Visualization, SQL, Azure, Prompt Engineering, Project Management",Medium,21,46,Enterprise,Moderate,2.32,No,2.43,Declining
AIJ-102480,Software Developer,Transportation,UAE,PhD,1,0.39,0.43,Yes,35463,"Kubernetes, SQL, Docker",High,45,34,Startup,Low,3.17,No,4.37,Stable
AIJ-102481,Financial Analyst,Transportation,India,Bachelor,18,0.24,0.88,No,170887,"Python, SQL, Kubernetes",High,5,47,Medium,Moderate,4.91,Yes,3.98,Growing
AIJ-102482,Cloud Architect,Finance,Japan,High School,17,0.25,0.24,Yes,76231,"Excel, Docker, Machine Learning, PyTorch, Prompt Engineering",Low,16,36,Medium,Low,2.99,Yes,1.37,Growing
AIJ-102483,Data Scientist,Manufacturing,USA,PhD,25,0.19,0.32,No,145516,"Prompt Engineering, Machine Learning, SQL",High,8,47,Enterprise,Low,4.03,Yes,4.46,Declining
AIJ-102484,UX Designer,Transportation,Australia,Bachelor,25,0.91,0.8,Yes,206266,"Leadership, Project Management, TensorFlow, Data Visualization",Medium,28,32,Medium,Moderate,3.06,Yes,1.83,Stable
AIJ-102485,DevOps Engineer,Energy,UAE,PhD,23,0.89,0.55,Yes,97013,"Excel, Project Management, Data Visualization, PyTorch",Low,16,59,Enterprise,Moderate,3.17,No,2.22,Stable
AIJ-102486,Machine Learning Engineer,Technology,Pakistan,PhD,8,0.9,0.8,Yes,107134,"Communication, Excel, Leadership",Medium,8,49,Medium,High,2.16,No,1.92,Declining
AIJ-102487,Cybersecurity Analyst,Healthcare,Australia,High School,3,0.51,0.58,No,88226,"SQL, Prompt Engineering, Project Management, PyTorch, TensorFlow, Azure",Medium,44,40,Startup,High,3.81,Yes,4.71,Declining
AIJ-102488,Business Analyst,Transportation,Japan,High School,22,0.36,0.73,Hybrid,98449,"Communication, Data Visualization, Kubernetes, Python, SQL",Medium,43,47,Startup,High,4.41,Yes,2.35,Growing
AIJ-102489,Financial Analyst,Government,UAE,PhD,8,0.34,0.7,Yes,147527,"Excel, Docker, Deep Learning, Prompt Engineering, Cybersecurity",Medium,36,39,Startup,High,3.74,Yes,3.92,Stable
AIJ-102490,HR Specialist,Transportation,Singapore,Master,1,0.48,0.52,Hybrid,97060,"TensorFlow, Docker, Data Visualization, Kubernetes",Medium,23,57,Enterprise,Moderate,4.72,No,4.71,Stable
AIJ-102491,Blockchain Developer,Media,Japan,Master,11,0.53,0.63,Yes,135920,"SQL, Docker, Cloud Computing, Data Visualization",Low,44,60,Enterprise,Low,4.04,Yes,4.21,Stable
AIJ-102492,Software Developer,Government,Pakistan,PhD,6,0.45,0.28,No,32213,"Machine Learning, Cybersecurity, Azure, Data Visualization, Kubernetes, Cloud Computing",Low,41,54,Enterprise,Moderate,3.05,Yes,2.46,Declining
AIJ-102493,Robotics Engineer,Retail,Australia,Master,25,0.25,0.7,Yes,47065,"Deep Learning, TensorFlow, Machine Learning",High,20,35,Enterprise,High,4.49,No,1.28,Declining
AIJ-102494,Digital Marketer,Finance,Singapore,Master,1,0.91,0.51,Yes,218748,"PyTorch, AWS, Leadership, Communication",Low,19,32,Startup,Low,4.25,No,1.11,Stable
AIJ-102495,Blockchain Developer,Transportation,Germany,PhD,6,0.8,0.67,Hybrid,174674,"Docker, Communication, PyTorch",Low,16,55,Enterprise,Low,3.34,Yes,2.96,Stable
AIJ-102496,Blockchain Developer,Transportation,India,High School,0,0.92,0.7,Hybrid,200869,"Machine Learning, SQL, Python",High,19,31,Startup,High,2.65,No,3.52,Growing
AIJ-102497,Blockchain Developer,Technology,USA,PhD,1,0.52,0.47,Yes,93877,"TensorFlow, Machine Learning, Python, Prompt Engineering, SQL, AWS",Low,-10,59,Startup,Low,2.4,Yes,1.68,Stable
AIJ-102498,Data Engineer,Healthcare,Australia,Bachelor,25,0.72,0.3,No,50094,"SQL, Leadership, Cloud Computing, PyTorch",High,27,33,Startup,Moderate,4.75,No,3.46,Stable
AIJ-102499,Digital Marketer,Finance,Singapore,Bachelor,23,0.6,0.26,Yes,141554,"SQL, Cloud Computing, Project Management",Medium,-3,48,Medium,Moderate,4.32,No,3.03,Stable
AIJ-102500,Data Scientist,Finance,Pakistan,Master,9,0.15,0.91,Hybrid,157056,"PyTorch, Azure, Cybersecurity",Medium,10,40,Startup,Low,4.12,Yes,4.6,Declining
AIJ-102501,Healthcare Analyst,Technology,UK,Master,4,0.68,0.95,No,191923,"Leadership, Communication, SQL, Data Visualization",High,39,34,Medium,Low,2.74,No,1.72,Declining
AIJ-102502,Data Scientist,Energy,Canada,Bachelor,19,0.92,0.32,Hybrid,70519,"Leadership, Project Management, Azure, Deep Learning, SQL, Kubernetes",Low,-10,37,Startup,High,3.25,No,4.33,Stable
AIJ-102503,Business Analyst,Government,USA,High School,9,0.72,0.64,Hybrid,160809,"Project Management, Docker, Data Visualization, Machine Learning, Communication",Medium,4,31,Enterprise,High,4.74,No,2.57,Stable
AIJ-102504,Robotics Engineer,Government,Japan,High School,20,0.69,0.87,Yes,200588,"Data Visualization, TensorFlow, SQL, Leadership, Machine Learning, Docker",Medium,40,52,Medium,Low,4.95,No,4.29,Growing
AIJ-102505,Cloud Architect,Education,UAE,High School,11,0.87,0.47,Yes,151062,"Communication, Leadership, Kubernetes, Excel, Cybersecurity",Medium,0,44,Enterprise,High,3.75,Yes,3.08,Stable
AIJ-102506,Data Engineer,Retail,UK,PhD,9,0.39,0.96,Hybrid,97386,"Cybersecurity, Data Visualization, Azure, TensorFlow",Medium,17,52,Medium,Moderate,3.88,Yes,1.76,Growing
AIJ-102507,Healthcare Analyst,Government,India,Master,6,0.81,0.38,Hybrid,138977,"Python, Cybersecurity, Cloud Computing",High,1,36,Startup,Low,2.92,No,3.89,Declining
AIJ-102508,Financial Analyst,Transportation,Pakistan,Master,19,0.74,0.67,Hybrid,138892,"TensorFlow, PyTorch, Data Visualization, Machine Learning, Kubernetes",Low,32,30,Startup,High,3.84,Yes,1.45,Declining
AIJ-102509,Robotics Engineer,Healthcare,Canada,High School,11,0.46,0.97,Hybrid,56030,"TensorFlow, Machine Learning, Docker, Azure, Data Visualization, Leadership",High,-4,50,Medium,Low,2.64,No,1.97,Stable
AIJ-102510,Healthcare Analyst,Technology,Japan,High School,12,0.54,0.89,Yes,136171,"Kubernetes, Machine Learning, Cloud Computing, Data Visualization",High,18,58,Enterprise,Moderate,2.07,No,4.28,Growing
AIJ-102511,AI Engineer,Technology,Japan,Master,9,0.64,0.68,Yes,54242,"Cloud Computing, Excel, Machine Learning, Python",Low,-8,34,Medium,Moderate,2.68,Yes,3.71,Stable
AIJ-102512,Product Manager,Finance,Australia,Bachelor,5,0.22,0.21,No,195911,"Project Management, Cybersecurity, Azure, Leadership, Prompt Engineering, AWS",Medium,16,53,Startup,High,3.92,Yes,2.24,Declining
